product_information,product_id
"ProduktbeschreibungArtikelnummer 2983992Lachspastete mit Forelle, die als Alleinfuttermittel für ausgewachsene Katzen geeignet ist. Die Rezeptur enthält weder Zuckerzusätze noch Farboder Aromastoffe. HinweiseVerwendungshinweise: Trocken und kühl lagern.ArtikeldetailsMarke: ZooRoyalTierart: KatzeAltersstufe des Haustieres: AdultFutterart: AlleinfutterKontaktKontakt: FRAGEN ZU DIESEM PRODUKT? Hotline: 00800 95150000 (gebührenfrei aus dem dt. & österr. Fest- und Mobilfunknetz) oder per E-Mail: qualitaetssicherung@zooroyal.com, www.zooroyal.com/kontaktKontaktname: ZooRoyal Petcare GmbHKontaktadresse: Schanzenstraße 6-20, 51063 Köln, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2983992
"ProduktbeschreibungArtikelnummer 2843250""Red Bull Energy Drink, 250 ml EINWEG

RED BULL VERLEIHT FLÜÜÜGEL
Inspiriert von funktionalen Getränken aus Fernost gründete Dietrich Mateschitz Mitte der 1980er Jahre Red Bull. Er entwickelte ein neues Produkt und ein einzigartiges Marketingkonzept und brachte Red Bull Energy Drink am 1. April 1987 in Österreich auf den Markt. Eine neue Produktkategorie - Energy Drinks - wurde geboren.

WANN TRINKEN?
Weltweit geschätzt im Spitzensport, beim Studieren, in stark fordernden Berufen sowie bei langen Autofahrten.

WAS IST IN DER DOSE?
Koffein: Koffein war bereits in alten Zivilisationen bekannt. Sie konsumierten es aus natürlichen Quellen wie Tee, Kaffee, Kakaobohnen und Kolanuss und schätzten seine anregende Wirkungen auf den menschlichen Körper.
Taurin: Taurin ist eine Aminosäure, die natürlich im menschlichen Körper vorkommt und in der täglichen Ernährung enthalten ist. Es ist an einer Vielzahl von biologischen Prozessen beteiligt.
Vitamine der B-Gruppe: Vitamine sind essentielle Mikronährstoffe, die zur Aufrechterhaltung normaler Körperfunktionen benötigt werden.
Zucker: Red Bull Energy Drink enthält Zucker der aus Zuckerrüben hergestellt.
Gebirgswasser: Wasser ist natürlich ein Hauptbestandteil von Red Bull.""Zutaten & AllergeneZutaten: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulatoren (Natriumcarbonate, Magnesiumcarbonate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Zuckerkulör, Riboflavine).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie194 kJEnergie46 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate11 gKohlenhydrate, davon Zucker11 gEiweiß0 gSalz0,1 gNiacin8 mgPantothensäure2 mgVitamin B122 µgVitamin B62 mgHinweiseInformation: Erhöhter Koffeingehalt. Für Kinder und schwangere oder stillende Frauen nicht empfohlen (32mg/100ml). In moderate Mengen konsumieren.ArtikeldetailsMarke: Red BullNettofüllmenge: 0,25 LPackungsgröße: 0,25lx4KontaktKontaktname: Red Bull GmbHKontaktadresse: 5330 Fuschl am See, ÖsterreichMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2843250
"ProduktbeschreibungArtikelnummer 116447Erhöhter Koffeingehalt. Für Kinder und schwangere oder stillende Frauen nicht empfohlen (32 mg/100 ml). ""Red Bull Energy Drink, 250 ml EINWEG

RED BULL VERLEIHT FLÜÜÜGEL
Inspiriert von funktionalen Getränken aus Fernost gründete Dietrich Mateschitz Mitte der 1980er Jahre Red Bull. Er entwickelte ein neues Produkt und ein einzigartiges Marketingkonzept und brachte Red Bull Energy Drink am 1. April 1987 in Österreich auf den Markt. Eine neue Produktkategorie - Energy Drinks - wurde geboren.

WANN TRINKEN?
Weltweit geschätzt im Spitzensport, beim Studieren, in stark fordernden Berufen sowie bei langen Autofahrten.

WAS IST IN DER DOSE?
Koffein: Koffein war bereits in alten Zivilisationen bekannt. Sie konsumierten es aus natürlichen Quellen wie Tee, Kaffee, Kakaobohnen und Kolanuss und schätzten seine anregende Wirkungen auf den menschlichen Körper.
Taurin: Taurin ist eine Aminosäure, die natürlich im menschlichen Körper vorkommt und in der täglichen Ernährung enthalten ist. Es ist an einer Vielzahl von biologischen Prozessen beteiligt.
Vitamine der B-Gruppe: Vitamine sind essentielle Mikronährstoffe, die zur Aufrechterhaltung normaler Körperfunktionen benötigt werden.
Zucker: Red Bull Energy Drink enthält Zucker der aus Zuckerrüben hergestellt.
Gebirgswasser: Wasser ist natürlich ein Hauptbestandteil von Red Bull.""Zutaten & AllergeneZutaten: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulatoren (Natriumcarbonate, Magnesiumcarbonate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Zuckerkulör, Riboflavine).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie194 kJEnergie46 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate11 gKohlenhydrate, davon Zucker11 gEiweiß0 gSalz0,1 gNiacin8 mgPantothensäure2 mgVitamin B122 µgVitamin B62 mgHinweiseInformation: Erhöhter Koffeingehalt. Für Kinder und schwangere oder stillende Frauen nicht empfohlen (32mg/100ml). In moderate Mengen konsumieren.ArtikeldetailsMarke: Red BullNettofüllmenge: 0,25 LPackungsgröße: 0,25lx6KontaktKontaktname: Red Bull GmbHKontaktadresse: 5330 Fuschl am See, ÖsterreichMaximale Bestellmenge: 4 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",116447
"ProduktbeschreibungArtikelnummer 101699Zutaten & AllergeneZutaten: WEIZENMEHL, Zucker, Palmöl, Kakaomasse, GlukoseFruktose-Sirup, VOLLMILCHPULVER, Backtriebmittel: Natriumcarbonate, Diphosphate; Apfelsinenschalen (0,2 %), Kakaobutter, Aromen, Stärke (WEIZEN), Emulgator: Lecithine; Säuerungsmittel: Citronensäure. Kann enthalten: EIER, MANDELN, HASELNÜSSE.Allergenhinweise: Enthält: Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Milch und Milcherzeugnisse (einschließlich Lactose). Kann enthalten: Eier und Eierzeugnisse. Nüsse und Nusserzeugnisse. Mandeln und Mandelerzeugnisse. Haselnuss und Haselnusserzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie2.040 kJEnergie487 kcalFett23 gFett, davon gesättigte Fettsäuren12 gKohlenhydrate62 gKohlenhydrate, davon Zucker30 gBallaststoffe3,3 gEiweiß6,4 gSalz0,4 gArtikeldetailsMarke: BahlsenUrsprungsland: DeutschlandKontaktKontaktname: BAHLSENKontaktadresse: 30001 HANNOVERFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",101699
"ProduktbeschreibungArtikelnummer 8025594Zutaten & AllergeneZutaten: Zutaten: Hähnchenbrustfilet 75%, JOGHURT 15%, Wasser, Rapsöl, Salz, Gewürze, Branntweinessig, Zucker, Gewürzextrakte, Rapskernmehl, Wachsmaisstärke.  Kann Spuren von Senf und Soja enthalten.NährwerteDurchschnittliche Nährwertepro 100 gEnergie440 kJEnergie104 kcalFett2,9 gFett, davon gesättigte Fettsäuren0,4 gKohlenhydrate1,5 gKohlenhydrate, davon Zucker1,3 gBallaststoffe0,1 gEiweiß18 gSalz1,12 gArtikeldetailsMarke: Wilhelm BrandenburgNachhaltigkeitWeitere Informationen zu den Siegeln findest du in unserer Siegelkunde.Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8025594
"ProduktbeschreibungArtikelnummer 4528638Besonders cremig gerührt
Mit bestem Rahm verfeinert
Natürlich mit sorgfältig ausgewählten Zutaten
Natürlich mit über 100 Jahren Erfahrung unseres FamilienunternehmensZutaten & AllergeneZutaten: FRISCHKÄSE (MILCH, RAHM), SAHNEJOGHURT mild, Speisesalz.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose). Milchzucker (Laktose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie984 kJEnergie238 kcalFett22,5 gFett, davon gesättigte Fettsäuren15,7 gKohlenhydrate3 gKohlenhydrate, davon Zucker3 gEiweiß5,5 gSalz0,7 gHinweiseAufbewahrungs- und Verwendungshinweis: Nach dem Öffnen alsbald verzehren; Ungeöffnet bei 2-8°C mindestens haltbar bis: siehe Boden.ArtikeldetailsMarke: ExquisaUrsprungsland: DeutschlandKontaktKontaktname: KarwendelKontaktadresse: D-86802 BuchloeMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",4528638
"ProduktbeschreibungArtikelnummer 4749863So luftig und locker
Der luftig-lockere Frischkäse*-Genuss
*Frischkäsezubereitung
Ideal aufs Brot, zum Dippen oder für die kreative Küche.Zutaten & AllergeneZutaten: FRISCHKÄSE, Salz, Kräuter, Pfeffer, Knoblauch, Zwiebeln, Verdickungsmittel: Guarkernmehl, Johannisbrotkernmehl; Stickstoff zum Aufschlagen.Kann Spuren von Sellerie enthalten.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose). Milchzucker (Laktose). Kann enthalten: Sellerie und Sellerieerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.004 kJEnergie243 kcalFett23 gFett, davon gesättigte Fettsäuren16,1 gKohlenhydrate3 gKohlenhydrate, davon Zucker3 gEiweiß5,5 gSalz1,3 gHinweiseAufbewahrungs- und Verwendungshinweis: Nach dem Öffnen alsbald verzehren; Ungeöffnet bei +2°C bis +8°C mindestens haltbar bis: siehe Boden.ArtikeldetailsMarke: MireeUrsprungsland: DeutschlandKontaktKontaktname: KarwendelKontaktadresse: D-86802 BuchloeMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",4749863
"ProduktbeschreibungArtikelnummer 16436Frisch für dich aus unserer Servicetheke. 
 
Zutaten: Schweinefleisch, Speck, Salz, Zucker, Saccharose, LAKTOSE, Gewürze, Antioxidationsmittel: E 301, Konservierungsstoff: E250, E252. 
 
Nährwerte je 100g: 
Energie: 1547kJ 
Energie: 370kcal 
Fett: 28,5g 
Fett. davon gesättigt: 0,0g 
Kohlenhydrate: 1,1g 
Kohlenhydrate, davon Zucker: 0,0g 
Einweiß: 27,3g 
Salz: 4,1g aus bestem magerem Schweinefleisch, luftgetrocknet, geschält, mit 0,5%  Fenchelsamen und -blumen verfeinert, 2 Monate gereift, halbe Stücke, vakuum- verpacktZutaten & AllergeneZutaten: Schweinefleisch, Speck, Kochsalz, Dextrose, Samen- und Fenchelblumen (0,5%), gebrochener Pfeffer, gemahlener Pfeffer, dehydratisierter Knoblauch,Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit, Kaliumnitrat. 100g Produkt werden hergestellt aus 142g Schweinefleisch.Allergenhinweise: Enthält: Keine deklarationspflichtigen Allergene enthalten.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.580 kJEnergie381 kcalFett32 gFett, davon gesättigte Fettsäuren13 gKohlenhydrate1,1 gKohlenhydrate, davon Zucker0,8 gEiweiß22 gSalz4,3 gHinweiseAufbewahrungs- und Verwendungshinweis: Unter +7°C lagern, nach dem Öffnen innerhalb kurzer Zeit verzehren.Information: Antioxidationsmittel: E301 (Natriumascorbat); Konservierungsstoff: E250 (Natriumnitrit), E252 (Kaliumnitrat).ArtikeldetailsUrsprungsland: ItalienKontaktKontaktname: R&S Vertriebs GmbHKontaktadresse: Im Teelbruch 87, 45219 EssenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",16436
"ProduktbeschreibungArtikelnummer 1174787Zutaten & AllergeneZutaten: Hummus mit Getrockenen Tomaten: Kichererbsen (41%), pflanzliche Öle (Raps), Wasser, Getrocknete Tomaten (12%), gemahlener Sesam (SESAM), Salz, Knoblauch, Zucker, Säuerungsmittel (Citronensäure), Konservierungsstoff (E202), Kräuter und Gewürze.  Hummus mit Oliven: Kichererbsen (47%), pflanzliche Öle (Raps), gemahlener Sesam (SESAM), Wasser, geschwärtze Oliven (Oliven, stabilisator E579) (5%), grüne Oliven (4%), Knoblauch, Salz, Säuerungsmittel (Citronensäure), Konservierungstoff (E202), Kräuter, Gewürze.  Hummus mit Curry: Kickererbsen (50%), pflanzliche Öle (Raps, Sonnenblume), gemahlener Sesam (SESAM), Wasser, Knoblauch, Zucker, Salz, Säuerungsmittel (Citronsäure), Kräuter, Gewürze, färbendes Lebensmittel (Karottenextrakt), Konservierungsstoff (E202), Chili, Verdickungsmittel (Guarkernmehl). Enthält 0,3% Curry.  Dieses Erzeugnis kann olivenkerne und spuren Walnüssen, Mandeln, Cashewnüssen und Erdnüssen enthalten.Allergenhinweise: Dieses Erzeugnis kann Spuren von Nüsse und Erdnüsse enthalten.Enthält: Sesamsamen und Sesamsamenerzeugnisse. Kann enthalten: Nüsse und Nusserzeugnisse. Erdnüsse und Erdnusserzeugnisse.NährwerteDurchschnittliche NährwerteZubereitet pro 100 gEnergie1.276 kJEnergie310 kcalFett26,4 gFett, davon gesättigte Fettsäuren2,5 gKohlenhydrate9,4 gKohlenhydrate, davon Zucker2,5 gEiweiß6,3 gSalz1,7 gHinweiseAufbewahrungs- und Verwendungshinweis: Gekühlt aufbewahren (max. 7°C).ArtikeldetailsMarke: King CuisineNettofüllmenge: 210 GEigenschaften: Laktosefrei, Vegetarisch, VeganKontaktKontaktname: René van DijkKontaktadresse: King Cuisine B.V. Jules Verneweg 71 5015 BG TilburgMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1174787
"ProduktbeschreibungArtikelnummer 8916600Frisch für dich aus unserer Servicetheke. Zutaten & AllergeneZutaten: ZiegenMILCH, Weissschimmelkulturen (pennicilium candidium), Speisesalz, Milchsäurekulturen, Lab.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.166 kJEnergie281 kcalFett23,4 gFett, davon gesättigte Fettsäuren16,6 gKohlenhydrate1,6 gKohlenhydrate, davon Zucker1,6 gEiweiß15,4 gSalz1,2 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei max. 7°C aufbewahren.ArtikeldetailsUrsprungsland: NiederlandeKontaktKontaktname: Bettinehoeve B.V.Kontaktadresse: NL Etten-LeurMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.Bei abgewogenen Waren zahlen Sie die im Markt tatsächlich gewogene Menge. Der bei Abholung oder Lieferung zu zahlende Betrag kann deshalb von dem hier angegebenen Betrag abweichen. Für die Berechnung des hier angegebenen Betrags wird ein Durchschnittsgewicht des jeweiligen Artikels zu Grunde gelegt.",8916600
"ProduktbeschreibungArtikelnummer 39855Zutaten & AllergeneZutaten: MILCH, Basilikum (1,4%), Speisesalz, mikrobielles Lab, Säuerungsmittel: Citronensäure.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.029 kJEnergie248 kcalFett19 gFett, davon gesättigte Fettsäuren12,9 gKohlenhydrate1,5 gKohlenhydrate, davon Zucker1,5 gEiweiß17,5 gSalz0,5 gHinweiseAufbewahrungs- und Verwendungshinweis: Nach dem Öffnen gekühlt lagern und innerhalb eines Tages aufbrauchenArtikeldetailsMarke: ZottNettofüllmenge: 280 GUrsprungsland: DeutschlandAbtropfgewicht: 150 gKontaktKontaktname: Zott SE & Co. KGKontaktadresse: Georg-Zott-Straße 1, 86690 Mertingen, DeutschlandMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",39855
"ProduktbeschreibungArtikelnummer 950910Frisch für dich aus unserer Servicetheke. 
 
 
Zutaten: Rind- und Schweinefleisch (65%), Speck, Wasser, Speisesalz, Stabilisator: Diphosphate, Dextrose, Geschmacksverstärker: Mononatriumglutamat, Antioxidationsmittel: Ascorbinsäure Gewürze, Gewürzextrakte, Knoblauch, Konservierungsstoff: Natriumnitrit. 
 
Nährwerte je 100g: 
Energie: 225kJ 
Energie: 930kcal 
Fett: 20g 
Fett, davon gesättigte Fettsäuren: 8,2g 
Kohlenhydrate: 0,5g 
Kohlenhydrate, davon Zucker: 0,5g 
Eiweiß: 11g 
Salz: 1,5g 2/3 Rind- und 1/3 Schweinefleisch, wenig Fett, mit AMA-GütesiegelZutaten & AllergeneZutaten: Rind- und Schweinefleisch (65%), Wasser, Speck, Speisesalz, Stabilisator: Diphosphate; Dextrose, Geschmacksverstärker: Mononatriumglutamat; Antioxidationsmittel: Ascorbinsäure; Gewürze, Gewürzextrakte, Knoblauch, Konservierungsstoff: Natriumnitrit.Allergenhinweise: Enthält: Keine deklarationspflichtigen Allergene enthalten.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie930 kJEnergie225 kcalFett20 gFett, davon gesättigte Fettsäuren8,2 gKohlenhydrate0,5 gKohlenhydrate, davon Zucker0,5 gEiweiß11 gSalz1,7 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei +2°C - +7°C aufbewahren und nach dem Öffnen rasch verzehren.Information: Stabilisator: E450 (Diphosphate); Geschmacksverstärker: E621 (Mononatriumglutamat); Antioxidationsmittel: E300 (Ascorbinsäure); Konservierungsstoff: E250 (Natriumnitrit); Unter Schutzatmosphäre verpackt.ArtikeldetailsUrsprungsland: ÖsterreichKontaktKontaktname: Neuburger GmbH & Co.OGKontaktadresse: Dreisesselbergstr. 6, 4161 UlrichsbergMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",950910
"ProduktbeschreibungArtikelnummer 2926149HinweiseVerwendungshinweise: bei +2 °C bis +7 °C lagernArtikeldetailsMarke: REWE to goUrsprungsland: DeutschlandKontaktKontaktname: Tacken GmbHKontaktadresse: Vogelsrather Weg 1 - 5, 41366 Schwalmtal, DeutschlandMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2926149
"ProduktbeschreibungArtikelnummer 7208341Frisch für dich aus unserer Servicetheke. 
 
SCHNITTKÄSE mindestens 50% Fett i. Tr. 
 
Zutaten: pasteurisierte MILCH, Salz, Tomate, Kräutermischung, KÄSEREIKULTUREN, tierisches Lab. 
 
Kann Spuren von WALNÜSSEN enthalten. 
 
von Natur aus laktosefrei* 
*Laktosegehalt: unter 0,1g/100g 
 
Rinde zum Verzehr geeignet! 
 
Nährwerte je 100g: 
Energie: 1612kJ 
Energie: 389kcal 
Fett: 33g 
Fett, davon gesättigte Fettsäuren: 21,7g 
Kohlenhydrate: 0,1g 
Kohlenhydrate, davon Zucker: 0,1g 
Eiweiß: 23g 
Salz: 1,5g... mehr anzeigenArtikeldetailsMarke: KäserebellenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7208341
"ProduktbeschreibungArtikelnummer 1174786Unsere Hummus ist köstlich auf Pita-Brot oder als Dip mit Gurke, schmeckt aber auch gut in Kombination mit orientalischen Gerichten. Zutaten & AllergeneZutaten: Enthält Kichererbsen (52%), pflanzliches, Öl (Raps), gemahlener Sesam (SESAM), Wasser, Knoblauch, Salz Säuerungsmittel (Citronensäure), Konservierungsstoff (E202), Kräuter, Gewürze. DIESER ERZEUGNIS KANN SPUREN VON WALNÜSSEN, MANDELN, CASHEWNÜSSEN UND EDNÜSSEN ENTHALTEN.Allergenhinweise: Dieses Erzeugnis kann Spuren von Nüsse und Erdnüsse enthalten.Enthält: Sesamsamen und Sesamsamenerzeugnisse. Kann enthalten: Nüsse und Nusserzeugnisse. Erdnüsse und Erdnusserzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.358 kJEnergie331 kcalFett28,7 gFett, davon gesättigte Fettsäuren2,7 gKohlenhydrate8,7 gKohlenhydrate, davon Zucker1,1 gEiweiß6,8 gSalz1,5 gHinweiseAufbewahrungs- und Verwendungshinweis: Gekühlt aufbewahren (max. 7°C).ArtikeldetailsMarke: King CuisineNettofüllmenge: 175 GEigenschaften: Laktosefrei, Vegetarisch, VeganKontaktKontaktname: René van DijkKontaktadresse: King Cuisine B.V. Jules Verneweg 71 5015 BG TilburgMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1174786
"ProduktbeschreibungArtikelnummer 8785357Frisch für dich aus unserer Servicetheke.

 Zutaten: Schweinefleisch, Speck, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Detrose, Gewürze, gekörnte Brühe (Würze, Speisesalz, Rapsöl), Rote Beetesaftpulver (Beetenrot), Anitoxidationsmittel (Ascorbinsäure), Gewürzextrakte, Reifekulturen, Konservierungsstoff (Natriumnitrit), Naturdarm (Schwein), Buchenholzrauch.

Kann Spuren enthalten von: SELLERIE, SENF.

Nährwerte je 100g:
Energie: 1097kJ
Energie: 264kcal
Fett: 20g
Fett, davon gesättigte Fettsäuren: 8g
Kohlenhydrate: 1g
Kohlenhydrate, davon Zucker: 1g
Eiweiß: 20g
Salz: 3g... mehr anzeigenArtikeldetailsMarke: Meister's WurstFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8785357
"ProduktbeschreibungArtikelnummer 2412659Frisch für dich aus unserer Servicetheke. 
 
Zutaten: 49% Schweinefleisch, Schweinekopffleisch, Speck, 10% frische Zwiebeln, Speisesalz, Traubenzucker, Zucker, Gewürzextrakt, Emulgator: Citronensäureester von Mono und Diglyceriden von Speisefettsäuren, Verdickungsmittel: Guarkernmehl, Antioxidationsmittel: Natriumascorbat, Konservierunsstoff: Natriumnitrit, Kaliumjodat. 
 
Hülle nicht zum Verzehr geeignet! 
 
Nährwerte pro 100g: 
Energie: 1319kJ 
Energie: 319kcal 
Fett: 29g 
Fett, davon gesättigte Fettsäuren: 12g 
Kohlenhydrate: 2g 
Kohlenhydrate, davon Zucker: 2g 
Eiweiß: 12g 
Salz: 2,5g... mehr anzeigenZutaten & AllergeneAllergenhinweise: nullNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.499 kJEnergie363 kcalFett35 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate1 gKohlenhydrate, davon Zucker0 gEiweiß11 gSalz0 gArtikeldetailsMarke: WiltmannMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2412659
"ProduktbeschreibungArtikelnummer 1993564Zutaten & AllergeneZutaten: Füllung: Schweinefleisch (20 %), Trinkwasser, Spinat, WEIZENMEHL, Zwiebeln, Speck, Stärke, Speisesalz, VOLLEI**, Petersilie, Gewürze (enthält SELLERIE), Stabilisator (Natriumcitrate), Hefe, Zucker, Traubenzucker, Gewürzextrakte. Teigmantel: HARTWEIZENGRIESS, Trinkwasser, VOLLEI**, Speisesalz. Kann Spuren von SENF enthalten. *Laktosegehalt max. 0,01 g / 100 g. ** Eier aus Bodenhaltung - ohne Kükentöten.Allergenhinweise: Enthält: Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Eier und Eierzeugnisse. Sellerie und Sellerieerzeugnisse. Kann enthalten: Senf- und Senferzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie928 kJEnergie221 kcalFett8,6 gFett, davon gesättigte Fettsäuren3,4 gKohlenhydrate27 gKohlenhydrate, davon Zucker1,7 gEiweiß8,4 gSalz1,5 gHinweiseAufbewahrungs- und Verwendungshinweis: Ungeöffnet bei unter +7°C mindestens haltbar bis: siehe StempelInformation: unter Schutzatmosphäre verpacktArtikeldetailsMarke: SetteleUrsprungsland: DeutschlandKontaktKontaktname: Settele GmbH & Co. KGKontaktadresse: Messerschmittstraße 53, 89231 Neu-UlmFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1993564
